Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.238987165,3.088904623,0.883850647,1.28904393,-0.254662033,0.486273929,2.285391526,1.269241828,1.895045602,1.744277171,2.459577655,1.024252541,1.312020999,0.189608638,1.486591648,3.094712681,-0.683348241,0.360763118,0.918509748,-0.96124504,4.452467487,1.773827012,-3.362002836,2.471781262,3.298362323,3.612712136,1.647934006,1.295929288,1.272744537,7.92853485,7.292111815,3.387515218
"Gambia, The",,,,,,,,-2.612148459,6.586090602,-0.433492645,3.142065705,-2.929880733,-2.672979981,6.019936092,2.677237434,8.910176705,3.920782395,0.041837385,2.790327546,-4.564609799,2.85443906,0.12771598,-3.768962627,7.385534471,-0.101448427,-4.762891748,-0.559957777,-2.461191074,-0.598332548,1.016194637,-0.772063191,-0.743981495,-0.123188881,-0.229660746,-2.89892644,-2.189363154,-0.895082544,1.716707286,0.356689186,3.151308199,2.250232431,2.504655437,-6.294780752,3.504378695,3.716660241,-5.33865336,-3.536144128,0.001805761,3.146012797,3.540486994,2.78270338,-10.86161369,2.099381776,-0.2017194,-4.346060998,0.973886804,-1.058018639,1.75610362,4.121817763
Guinea-Bissau,,,,,,,,,,,,-5.706319079,4.319002857,-0.741358996,2.973605018,6.674606135,4.340014942,-7.328488979,13.0667067,1.653297612,-16.70014237,16.36242331,2.065940112,-5.703337135,6.409420956,1.671861117,-3.057672602,0.619922111,2.325258336,3.793299328,3.762844137,2.754978359,-1.162172139,-0.157231549,0.981433984,2.242198658,9.391277729,4.462167937,-29.46196507,-0.927888633,3.30564338,0.040375274,-3.143850844,-1.691837615,0.399087996,1.828782902,-0.115545092,0.778358963,0.679283268,0.792691755,1.953241875,5.291510584,-4.283799432,0.544735071,-1.670703692,3.398630327,3.566521842,3.270713428,-1.210551693
Equatorial Guinea,,,,,,,,,,,,,,,,,,,,,,-0.007349413,-5.075720494,-3.02575286,-6.101220549,6.31202125,-6.805590374,0.631793994,-0.462552264,-4.058315266,-4.704016641,-4.144935059,30.39961031,7.344881975,12.66005579,13.30752276,60.41984022,140.3670241,18.89061876,20.63780043,13.45250536,56.78893599,14.61346907,9.261755057,32.17060875,11.67424809,2.904220783,10.06409587,12.44132618,-3.237158524,-12.9827464,1.858554846,3.656596131,-8.160645827,-3.68833399,-12.7113392,-12.31359342,-9.167724698,-9.600231963
Greece,,12.30979498,-0.231362329,11.43081233,9.013661857,10.25106144,5.711672987,4.812395862,6.508586932,11.15673445,8.318258044,7.374327389,9.446391618,7.602608202,-6.782086685,5.373057687,5.205081674,1.610302502,5.865271783,2.002458071,-0.306899446,-2.432460774,-1.740252815,-1.652402409,1.503672107,2.112294597,0.185738289,-2.585123308,3.909776905,3.259729674,-1.052232898,1.869834468,-0.066299468,-2.177150486,1.490558775,1.623825483,2.4098431,3.970081595,3.320700007,2.678099384,3.495563747,3.591652695,3.542623077,5.542360362,4.80137907,0.304567957,5.335601862,3.010984078,-0.599389805,-4.552117048,-5.600368519,-10.01628121,-6.582904449,-1.806551373,1.147211957,0.463652786,-0.072424584,1.29229029,1.874903163
Grenada,,,,,,,,,,,,,,,,,,,6.659588329,6.199203761,-1.014056419,-0.234060464,1.30459292,0.515610949,0.989560813,4.409410648,6.948177339,9.929166035,4.329874497,5.045932728,4.664796289,1.244706278,-1.564449844,-3.029709476,0.556291554,1.17117752,3.696848675,4.432345171,11.25401173,6.474647127,4.4718151,-2.408242852,3.044078851,9.077703052,-0.974036142,12.93849632,-4.251491961,5.87626038,0.685259166,-6.904598969,-0.923352377,0.237495487,-1.767795656,1.670160948,6.62647792,5.760411235,3.118698122,3.863139197,3.761292371
Greenland,,,,,,,,,,,,11.14456573,3.759157601,5.280208863,4.638514055,0.443324334,5.746010905,9.483179544,6.44767947,4.01494748,7.377089859,-0.913783646,-5.347625298,2.265770795,-6.259164456,2.682173806,6.496777011,4.345640616,4.25465948,5.695173007,-12.19586644,0.066511142,-4.768523541,-4.855881783,5.35180564,3.170996427,1.348010103,1.28773187,7.565899781,1.377884445,6.911024645,0.999463557,-1.424258359,4.143053963,6.632323711,4.943236044,5.855030281,2.748781079,6.593978749,0.874906571,0.695314556,-0.470283635,1.536976945,-0.726861643,5.091927333,-2.214918882,4.547808581,0.077664774,2.116719461
Guatemala,,1.280592758,0.540717686,6.386339303,1.648960347,1.428942428,2.594207522,1.293633479,5.898810139,2.059376016,3.090046342,3.045655102,4.816581903,4.327516632,3.964515613,-0.325594655,5.009461909,5.410429224,2.608521672,2.24132628,1.203545013,-1.927105348,-6.073412238,-5.182241878,-2.219224885,-3.309301596,-2.586193265,0.716620871,1.055831837,1.113687529,0.321449601,0.907587467,2.122476906,1.309862357,1.474719172,2.405489374,0.513474283,1.931911689,2.542652447,1.415353696,1.117529132,-0.096568126,1.48038852,0.348007859,0.968363113,1.152934092,3.238219371,4.25714893,1.321659783,-1.395470656,1.01189486,2.28579517,1.16050889,1.888642581,2.653911909,2.346295146,0.989365749,1.415648841,1.681706931
Guam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.527535239,6.243879975,3.438180125,-3.800091091,0.591037617,1.913329816,0.315683902,2.130483334,-0.079646769,1.942337691,1.420992009,1.418773248,0.299915105,-0.492462435,0.07146292,-1.611965062
Guyana,,1.587429555,-1.732014178,-14.57447717,8.696895912,8.161859744,3.229540941,2.562922481,-0.489196182,5.518210659,2.896747684,1.848075544,-4.42450736,0.140598201,6.544281876,7.319280618,0.425542677,-3.70152431,-2.788473693,-2.61076047,1.225841646,1.290897327,-13.13624285,-6.517652938,-4.571043263,3.034715283,-0.123826879,1.831327741,-2.819817117,-4.271369017,-2.770808095,5.891046039,7.164969528,7.379722455,7.85239366,4.700057884,8.02604044,6.576544842,-1.131658429,3.523518568,-0.973072906,2.487043655,1.18925012,-0.679299402,1.482317919,-2.006016522,5.104395201,7.170845585,1.560015951,3.751076345,3.541128971,4.975326952,4.915011853,3.122050545,1.141212887,0.154585161,3.279030206,3.21852431,3.933024572
High income,,3.042865741,4.31171434,3.974278863,5.044585227,4.249296541,4.753880978,3.303271227,4.941043425,4.311938762,1.765948894,2.672085793,4.476069211,5.27535698,0.059303358,-1.013214473,4.266095241,3.159026346,3.399537556,3.229642755,0.421719054,1.070793302,-0.904104592,2.079021145,3.981049015,2.851350605,2.611898854,2.778074203,4.067024453,3.160542275,2.320375421,0.632014988,1.587023344,0.548824134,2.527230781,1.995849119,2.378894754,2.829701909,2.234363794,2.809389694,3.459436811,0.847100038,0.913647469,1.608489603,2.686551209,2.240982038,2.386461405,1.955795538,-0.430904715,-3.908973313,2.301144746,1.448008757,0.779448118,0.922999546,1.534789021,1.891253748,1.20430462,1.833119812,1.836039172
"Hong Kong SAR, China",,,9.550611488,11.84829159,6.034017382,11.66939914,0.897431575,-0.932054123,1.225005259,9.57968752,6.583489751,5.00417427,8.511445348,9.15592639,-0.771085471,-1.395473058,14.71395038,10.12426355,6.31715242,5.623210519,7.207041383,6.72492728,1.363822652,4.378946682,8.898128841,-0.319495059,9.681191158,12.26264714,7.603400261,1.222979412,3.497442252,4.829077786,5.346715856,4.392377134,3.674793728,0.366550226,-0.267979927,4.228324323,-6.665052589,1.532282723,6.718478978,-0.177491526,1.207464663,3.259892525,7.855590954,6.92005191,6.347375637,5.553520094,1.518772106,-2.668971775,5.986389842,4.112123308,0.58377083,2.687928447,2.043132352,1.519978171,1.538646571,3.017315978,2.027927692
Honduras,,-0.951192256,2.858241973,0.727095458,2.488523571,5.971434174,2.371645262,2.925212246,3.505002918,-2.275172907,0.60803919,0.966981296,2.680664789,4.713446054,-4.142048542,-0.914111042,7.173482383,7.036313883,2.740221111,2.395461389,-2.453217808,-4.207779557,-5.022455892,-2.115244623,3.166008851,2.510049393,2.247398804,3.540592334,-1.186573984,-0.209584948,-0.124952526,-6.036443707,3.119156541,3.539594255,-2.579254701,3.212493781,-1.004307444,1.641476782,0.680885925,-3.478046078,4.396736963,0.024209647,1.098739428,1.942219727,3.655901373,3.547847381,4.120046637,3.819035508,1.979591927,-4.464506794,1.652306417,1.837464552,2.200268026,0.947637134,1.250739368,2.04738682,2.123580991,3.083615218,2.128163573
Heavily indebted poor countries (HIPC),,-2.669719339,4.948436487,0.839674888,0.84024425,1.156028777,0.389123384,-0.698623765,1.877210162,2.163766519,1.753924428,1.798266254,-0.979267602,0.673177476,2.674044681,-0.826185866,1.224758555,1.140985916,-0.187918662,-1.919894787,-2.457464314,0.50259582,-1.976291056,-2.081949313,-1.415618055,-1.070148083,0.411482638,0.328178257,-1.693092535,-0.931353377,-3.178669623,-2.586639389,-3.897274399,-2.558886273,-3.015004521,1.997727649,2.152407016,1.083538902,0.657351877,0.273770839,-0.32538838,1.135906662,0.467045278,1.229369664,2.431737331,2.920366477,3.19472481,3.281647005,3.165684314,1.614896277,2.94186854,2.075591611,3.021138104,3.110893904,3.148073129,1.945540026,1.638799068,2.413762796,1.872459293
Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.439193378,6.651039639,2.268638289,-0.447277838,3.915520235,7.074104789,5.659852568,5.495907848,4.120278742,4.178203319,4.913674655,4.935740218,1.907548898,-7.184268663,-1.026461832,0.260322579,-1.976549571,-0.085232837,0.060814841,3.374092807,4.258016342,4.66317567,3.823527345
Haiti,,-4.798356649,5.814875038,-3.774226846,-3.527852723,0.216236506,-2.467270436,-3.975502789,1.248471035,1.916909885,-1.126101468,4.668736186,-0.696174254,3.024012041,3.981208992,-0.680776664,6.411376184,1.690875226,4.058849542,5.296916292,5.034551717,-5.043424423,-5.796804802,-1.44950433,-2.015576795,-1.65995537,-2.667118311,-2.895139661,-1.867566125,-4.877365006,-0.974050306,-0.116246177,-7.132455362,-7.21609771,-13.59102167,7.879959813,2.255262166,0.870659383,0.38238206,0.927556836,-0.854830509,-2.02138858,-0.625861056,1.783715538,-2.920993475,1.410885994,0.140685217,3.046369889,1.048612083,4.253333047,-7.086010316,3.526972193,-0.974112645,2.822704593,0.292192414,1.157363129,0.455879684,1.18118263,0.380728429
Hungary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.026235553,-0.462665223,3.088168308,1.630917597,0.254470904,3.351128702,4.142035857,3.363400483,4.750946897,4.313089819,5.039959215,4.383083423,5.233218291,4.502906115,4.109759625,0.432445389,1.183479368,-6.450670158,1.311838915,2.149195772,-0.746488356,2.08709319,4.504860615,3.95021691,2.493985116,4.546135601,5.493163302
IBRD only,,0.314697329,1.127635426,2.278602843,5.628078953,3.772441219,2.743182225,1.920057181,3.847953027,5.534876237,5.068117094,3.981729478,4.286284687,4.927005365,3.596778354,2.42692377,3.98102764,2.510124382,1.68695462,2.862463111,2.858904988,0.473167579,1.010137611,-0.054254618,3.031838561,2.612787829,2.397055568,3.174466308,2.188787876,1.409100996,0.428849443,-0.318485686,0.159050037,2.262652953,2.168689206,2.65510731,4.100604867,3.925737139,1.292046077,2.462295184,4.659666169,2.440308342,3.458312967,4.830530504,6.574675727,6.115915842,7.194637989,7.924411137,4.91957433,1.895526487,6.798001482,5.384371235,4.31899003,4.331138851,3.82446402,3.446517758,3.690722693,4.250558616,3.91765739
IDA & IBRD total,,0.049863394,1.403110378,2.325044159,5.148306383,3.491406076,2.145600565,0.865773443,3.497860832,5.663431303,5.472488313,3.968353955,3.582611187,4.541032399,3.725824084,1.653933708,3.817837081,2.364506482,1.212207853,2.60281339,2.532211526,-0.058938552,0.503964234,-0.531628305,2.531946633,2.398452761,2.111064971,2.847441227,2.047957116,1.164919195,0.387781447,-0.506512851,-0.058085328,1.756011563,1.683865672,2.347593554,3.784924528,3.496258955,1.095710547,2.149840487,4.219651395,2.230884769,3.233369808,4.456244155,6.181386797,5.72409183,6.709425199,7.390088196,4.538559991,1.757500039,6.339616116,4.902532377,3.948908147,4.063045635,3.577495814,3.054882213,3.25327031,3.841315599,3.543150714
IDA total,,-1.318013267,3.207771331,2.632310515,2.366975759,1.848516216,-1.526074566,-5.939352602,1.174779968,6.715202442,8.453402366,3.945992689,-1.160017802,1.884484669,4.875957835,-3.718441891,2.941229701,1.688257377,-1.969145856,1.081121175,0.493066301,-3.821400062,-3.107116906,-3.944909586,-1.084209192,1.278333922,0.353825911,0.73286387,1.619815635,-0.110339303,1.282182161,-1.115622614,-0.850951361,-2.046589253,-1.913738087,0.729584359,2.116180995,0.520846715,0.771616046,0.534644155,1.278858985,2.056965219,2.954055522,2.502358787,4.090034129,3.673992091,3.625909397,3.763442399,2.717703058,2.898807214,3.722873958,1.892624555,2.214555692,3.647658652,3.484166348,1.233004426,0.938597344,1.994506019,2.336052879
IDA blend,,-1.014708378,1.835248838,5.323234967,2.57221473,3.046263978,-2.9438325,-10.48395685,-0.457210849,13.08703869,15.2391623,7.84519383,1.302005763,2.864871001,5.695549229,-4.951224856,3.330845718,2.058177057,-3.744285499,2.749379888,2.323184209,-7.332522256,-4.187086849,-6.056518767,-1.417978542,3.004849518,-0.207977696,0.761180393,3.358290652,0.143766779,3.59362848,-0.77200749,0.319289269,-2.831105762,-1.726188897,-0.648558525,1.984584696,-0.551484288,0.117207359,-0.393668598,1.208045227,1.92043446,4.672166514,2.688702254,5.063171596,3.513416509,3.321956514,3.294140711,1.678853925,3.4040635,3.565875475,2.264278812,2.162758427,3.268850094,3.461717591,1.482659906,-0.538289111,0.596332167,1.336920383
Indonesia,,2.985788898,-0.821874197,-4.806158573,0.791338117,-1.610445055,0.039260867,-1.339422335,7.94362249,3.975221897,4.711375925,4.221323815,4.262872669,5.334020175,4.912594044,2.359685445,4.264636767,6.138025986,4.228384883,4.799295375,7.318041868,5.431383069,-0.09015986,1.857985988,4.648166284,0.313874497,3.7422332,2.891931495,3.80170995,5.507034964,5.3479457,5.07105896,4.711831054,4.760224439,5.839520704,6.562205374,6.217928008,3.189871378,-14.35055602,-0.605436819,3.482210606,2.235179698,3.090635928,3.376532827,3.630908791,4.289591484,4.107514355,4.946468138,4.620033675,3.247328238,4.812273068,4.748318533,4.606485522,4.151428229,3.639072303,3.555062495,3.758837332,3.841197264,3.987824861
IDA only,,,,,,,,,2.590614972,1.348046311,2.038493728,-0.269078374,-4.110007631,0.518467905,3.632897477,-2.375212067,2.18287961,0.922703474,0.038660323,-1.312093714,-2.215011495,0.659004239,-2.03874809,-1.72142247,-0.881500467,-0.739604199,0.831960841,0.587362675,-0.514615096,-0.482053446,-1.471753441,-1.501145871,-2.159920937,-1.094020675,-2.090651891,2.307317684,2.250942479,1.662358969,1.435529925,1.497639084,1.353017943,2.221893525,1.243637736,2.355073874,3.119070777,3.865495829,3.949070121,4.238872629,3.764328577,2.359616454,3.807741448,1.445689785,2.212578426,3.974764095,3.455537816,0.942463892,2.416024227,3.364853192,3.294917673
Isle of Man,,,,,,,,,,,,,,,,,,,,,,,,,,-0.307538958,17.41942772,7.786897625,9.440550954,4.784297454,2.661790462,0.693917211,0.327559942,2.357252372,3.664760766,3.618960413,6.59026052,7.177993351,11.85663686,12.1140978,4.005340593,4.362370513,5.37147603,5.247445112,4.357238821,4.873880004,6.388248424,6.035028016,3.507028468,1.054545831,2.818757271,1.960347602,7.754378754,4.822480633,5.781287488,-0.079411014,6.870135285,4.295649045,1.650502632
India,,1.670481843,0.860769633,3.836414097,5.249911832,-4.640156216,-2.116105383,5.59463359,1.226223207,4.269854858,2.864361485,-0.626350139,-2.815627958,0.919173975,-1.146912475,6.644905165,-0.653096224,4.82517744,3.322549402,-7.388101983,4.298982291,3.571275709,1.093955346,4.828035053,1.464367976,2.902381637,2.475166322,1.719486841,7.299419353,3.734376373,3.365072562,-0.98357369,3.390418193,2.706727295,4.606289449,5.529881349,5.53041633,2.12301449,4.248843461,6.89811623,2.021088595,3.027376664,2.064876099,6.0937051,6.193652699,6.231949735,6.403284237,6.04817415,1.587598304,6.351088271,7.04234767,3.893966041,4.165673052,5.135074506,6.186679513,6.796759064,7.082227583,5.665781149,5.433077451
Not classified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,,,,,,,,,,,,2.266446659,4.918859,3.055224777,2.547204758,3.932441942,-0.12389908,6.755713973,5.676693651,1.708912979,1.899872486,2.122299159,1.321020581,-0.949006113,3.709680169,2.920733776,-0.473563622,4.652240783,5.668378039,6.23403883,8.375007046,1.345298886,2.640607465,2.180590599,5.339771411,9.073770228,6.526964461,9.907158276,7.628673291,9.283617826,7.950754193,3.641153981,4.126674296,1.3452015,4.851231497,3.457447315,2.188033451,2.304713677,-6.414123608,-6.05945253,1.202141007,0.628754225,-0.474980681,0.73518837,7.921896745,23.9990932,0.896822101,7.760441977,7.687745795
"Iran, Islamic Rep.",,8.602108214,5.807368009,4.50121207,6.393983695,14.18102905,8.324814799,8.686550639,11.76531579,13.23023643,8.207917522,11.41161327,11.40208351,5.637506666,3.59062277,-5.142931259,13.77551156,-6.978733689,-16.72153397,-13.53558509,-29.98647547,-8.823492227,21.91515606,4.197180332,-12.40465231,-1.905864588,-13.70706497,-3.192717538,-8.80894062,2.653029652,10.71945013,9.838634055,0.935079748,-0.567478789,-2.883603804,0.865662467,3.757912251,-0.840971743,0.839720175,-0.356803444,4.482692788,-0.399535926,5.954625268,7.374448322,3.129949038,1.990106146,3.820526882,6.970579973,-0.839121843,-0.106537759,4.596441214,1.445848161,-8.553315151,-1.423453095,3.274967973,-2.611070513,11.86871536,2.327750916,-7.319910527
Iraq,,,,,,,,,,-0.255217039,1.040637609,1.90302979,0.37057096,1.06974074,12.40607425,8.904340775,13.44590491,-1.316669064,13.42876324,17.23719963,21.15145772,-3.490876448,0.650760748,-15.32155463,-3.915574394,-0.92928898,2.319413537,6.970137728,-2.157085043,-5.299718104,53.9748229,-64.99236918,28.89399409,26.49321297,0.749098584,-0.971523645,7.635467529,17.52548298,30.74234421,14.0358774,13.46078754,-1.225551334,-10.86335891,-38.41822566,49.48028034,-0.625885621,3.622349736,0.195033168,6.418962303,1.283329328,3.652094696,4.104570252,9.77517248,3.515701426,-3.456831373,1.306943781,10.56009746,-4.282981763,0.281705315
Iceland,,-2.012883033,6.324752321,8.337935834,7.979744982,5.527347379,6.910046042,-2.847474491,-6.758929123,1.427705267,,,,,,,,,,,,,,,,,,,,,,,,,,,4.004073369,4.908587599,6.219220123,2.784468611,3.557391044,2.64000021,-0.334077504,1.43779619,6.860105685,4.457828851,3.850348692,5.745281288,0.3264001,-7.978362405,-2.692847708,1.535147199,0.527304433,3.568175782,0.562209389,3.354145333,4.838299214,1.779410135,2.120301494
Israel,,7.591413397,4.967778452,6.694102502,3.750537256,5.348250042,-2.588105573,-1.357410559,13.83666481,10.64465309,,,,,,,,,,,,,,,,,,,,,,,,,,,3.289553829,1.36062427,1.841950829,0.966523481,6.052660395,-2.229670142,-2.185876541,-0.66052795,3.076807861,2.338688708,3.923320745,4.234026246,1.637059977,-1.245888897,3.771636092,3.609993707,0.942143218,2.840133902,2.145087737,0.273166454,2.434861136,2.372949592,1.999231494
Italy,,7.486418839,5.48747777,4.842052489,1.95553271,2.402046147,5.164163281,6.405677604,5.873594596,5.499179506,4.713420689,1.344280395,3.103489778,6.401805944,4.812013821,-2.673183923,6.592319726,2.125827506,2.872936349,5.653223991,3.217170144,0.7232324,0.33922499,1.132491162,3.202782973,2.768381475,2.854366887,3.181430303,4.144042124,3.310861935,1.900439827,1.468175611,0.765807599,-0.913401722,2.130215476,2.885202351,1.23832837,1.776351224,1.781324374,1.608634731,3.739946533,1.894123995,0.104759514,-0.305508789,0.769317663,0.323656244,1.48515736,0.975922133,-1.615940627,-5.711508383,1.400915343,0.53428744,-3.24206012,-2.9724038,-0.91781388,0.875477402,1.465690444,1.820333852,1.11781662
Jamaica,,,,,,,,0.521326546,4.438222967,4.217074997,10.51223168,0.916909592,16.12977474,-7.017794963,-5.731016088,-1.717120247,-7.935918257,-3.788992372,-1.243951361,-2.30705228,-7.024363539,1.047147831,0.372343475,0.219083438,-3.020768566,-4.154725927,0.903797458,7.067833624,3.364445694,6.546842808,3.492760625,4.00325614,1.055815487,8.380614381,0.395069826,1.353685972,-1.086816085,-2.107777575,-3.268952653,0.134064726,0.041904059,0.586824056,1.310312585,3.031373172,0.74445447,0.342085609,2.360648565,0.925752257,-1.298074454,-4.823260758,-1.969941261,1.17354565,-1.179993906,-0.065368676,0.114534393,0.36689482,0.844390414,0.49207659,1.40370908
Jordan,,,,,,,,,,,,,,,,,,5.506621314,11.67798081,17.38409162,7.68373503,13.04881738,2.907144296,-6.168703708,0.057630803,-6.585108897,1.472440857,-1.48325076,-2.424643165,-14.47882879,-4.933803096,-3.649697433,8.106470191,-1.080896866,0.001849124,2.070145365,-1.019173653,0.843494532,1.023614621,1.585899325,2.39908093,3.356513202,3.790760873,1.928129024,5.722701516,4.669068394,4.017388492,3.615117594,2.306415735,-0.107449997,-2.874259126,-2.643342214,-2.978341756,-2.557640892,-1.250620961,-1.349906171,-1.077221007,-0.328485921,0.098191703
Japan,,11.04407304,7.901714421,7.379857063,10.52079209,4.686450016,9.632359631,9.938834499,11.61742815,11.14865732,1.339144648,2.426652357,6.905499722,6.523023596,-2.5298392,1.787835642,2.866778098,3.384680714,4.318280115,4.594768307,2.010415857,3.452970521,2.598303276,2.805454582,3.826682341,4.576744575,2.77792081,4.227041673,6.341599796,4.439692721,4.545273687,3.012049185,0.474423127,-0.839886381,0.71149468,2.390519558,2.900141234,0.740905953,-1.538244076,-0.51574059,2.592891087,0.14451169,-0.190392014,1.318091962,2.151723329,1.794339801,1.308127183,1.367422326,-1.272109949,-5.68145234,4.079223048,0.209251803,1.536786659,2.152371066,0.429381123,1.668465117,0.870046945,1.842709058,0.76286091
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.56105283,-5.227323541,-8.876154411,-11.32841063,-6.287395889,2.035515437,3.317062898,-0.189685362,3.685600854,10.13011649,13.69319315,9.795470244,8.932922844,8.841019375,8.72919995,9.53532792,7.661443135,1.383236316,-0.786442204,5.794225111,5.873507662,3.33405607,4.485117035,2.676720925,-0.268267118,-0.327514633,2.693432134,2.74053638
Kenya,,-10.6105312,6.048333067,5.348655644,1.616349741,-1.282018289,10.98687052,-0.048135582,4.372082367,4.290540493,-7.951742729,17.88012181,12.90828068,2.07505699,0.273436856,-2.82256306,-1.617024723,5.396603824,2.929345336,3.579834988,1.60792064,-0.159146717,-2.342043719,-2.513360534,-2.04281514,0.466506683,3.303209124,2.173931963,2.504313165,1.123527808,0.724837377,-1.859161848,-3.950140023,-2.757422699,-0.468194236,1.331405874,1.155487687,-2.347158365,0.439695657,-0.485175888,-2.125154281,0.987009104,-2.143715676,0.180879189,2.28319586,3.044994854,3.576193194,3.933089234,-2.503375539,0.503848174,5.156172559,2.327212115,1.820962224,1.115072234,2.36632834,2.384487265,1.720986009,1.397716647,3.221429193
Kyrgyz Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.353404767,11.2196199,0.663560151,3.688011593,-9.437083176,-14.82627738,-15.48366078,-20.0568397,-6.363279166,5.511227375,8.323771638,0.567202167,2.126778697,4.194824155,4.326996496,-0.930865788,5.914001602,5.739479902,-1.29507487,2.000426388,7.512743465,7.376440493,1.651651396,-1.651752874,4.674715629,-1.738142584,8.735789273,1.957996971,1.75886441,2.231805266,2.734091891,1.713209106
Cambodia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-37.00218043,6.414947589,2.746744733,1.100747112,1.957177783,9.994015117,7.561399459,5.967444109,4.619793214,6.662163866,8.564605694,11.48495835,9.091563978,8.583162419,5.124827928,-1.402999,4.344632712,5.381835402,5.577848685,5.599986878,5.40174788,5.264089339,5.272608976,5.372021624,5.879385839
Kiribati,,,,,,,,,,,,-3.863449972,10.38874718,19.14222097,43.22753485,3.853534673,-27.82633609,-6.01926515,-0.4384174,-12.87941084,-17.67219716,-4.600919031,5.458423121,-2.164208889,3.152802305,-8.732570622,-3.120167792,-11.51706224,6.261922376,-5.764727944,-2.985162114,-1.761385225,-0.573219398,-0.388123488,0.454377405,-1.348499665,0.16376906,0.038742289,4.767440972,-3.212933097,4.442346425,-3.122233354,2.047131384,0.247278155,-3.431593632,2.881451911,-2.19152749,-0.279920855,-4.301219944,-1.362500922,-2.850940507,-0.156551831,3.11476839,2.73885961,-2.05944794,8.872112577,3.640943958,-0.545552671,2.262879695
St. Kitts and Nevis,,,,,,,,,,,,,,,,,,,4.482914889,8.219211815,9.070163638,2.109437728,1.088911839,1.796551683,9.585594184,9.389974226,11.91267293,7.687477638,10.32211784,6.209061623,5.122121403,-2.158747538,3.474611881,5.633750363,4.094815308,4.233563018,4.858473715,5.864328276,-1.333960992,2.280491279,8.892030685,4.028694428,0.097476702,-5.153414917,2.707701647,8.493841318,2.101575729,-0.317601932,5.220694245,-4.879099244,-1.444823709,0.940767821,-3.088498316,4.447700634,5.347046391,0.189191581,12.46141662,0.110808947,1.912681113
"Korea, Rep.",,3.809554762,0.966642374,6.026425874,6.647769518,4.624622445,9.213101876,6.562089374,10.57015527,11.99747123,7.675052529,8.387642879,5.221768934,12.88444212,7.652190868,6.041235059,11.42815463,10.59820153,9.28013073,7.035259338,-3.166620522,5.585902668,6.676618915,11.71702141,9.19579576,6.78232934,10.22535192,11.61866563,10.89649519,6.019063097,8.80042947,9.686998929,5.100781696,5.797285517,8.174764151,8.517153045,6.867624488,5.179629766,-5.811819627,10.67745058,8.15268966,4.051006403,7.10433311,2.614039827,4.781286153,4.087645147,4.712927655,5.266361146,2.23375226,0.27526898,6.274019889,2.891411994,1.865599496,2.696150961,2.556219509,2.268429401,2.539144729,2.870196962,2.419410192
Kuwait,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.690485623,-2.523685632,-3.180207789,-7.853895426,-0.090926975,-2.557304088,1.38889699,15.98891284,8.292893032,7.213201974,2.82833463,0.473425243,-3.384408998,-12.51211047,-7.945131651,3.532160996,0.869297947,-3.942897546,-3.979858899,-3.200578573,-0.228710262,-7.043499891,-0.741247103
Latin America & Caribbean (excluding high income),,3.846957714,1.076784551,-1.034542458,4.623706882,3.236377813,1.123167884,1.951556752,5.12727811,4.374603236,3.669960545,4.420806004,5.122211328,6.114573855,4.458312323,1.805134712,2.925128999,2.241303147,1.22456331,4.887498614,4.359412027,-1.6367996,-2.145018927,-4.008697423,1.61623699,1.11829844,1.817007367,1.047618278,-1.671427874,-0.399681564,-1.835236133,1.223315135,0.367884697,2.229166423,3.444822931,-1.153614708,2.289036093,3.492764616,0.882610969,-1.015669077,2.042922333,-1.19965073,-0.922265532,1.168788075,4.105169453,2.800625092,3.918367776,4.252100103,2.679772236,-3.172626525,5.538673653,3.391632875,1.339628584,1.804858264,0.314571056,-0.610463689,-1.31970598,0.93624598,0.558657076
Lao PDR,,,,,,,,,,,,,,,,,,,,,,,,,,2.176065428,1.946213018,-4.235621582,-4.819816596,10.93424687,3.707108015,1.420451994,2.719061639,3.170718932,5.512251588,4.587842757,4.666911641,4.774584583,2.062034137,5.446560319,4.042749821,4.072494763,4.305584861,4.480877769,4.750571098,5.441348218,6.865327245,5.807303834,6.011721517,5.718576123,6.780744305,6.363904499,6.400760441,6.428109957,6.016186373,5.656565664,5.386222839,5.244751345,4.615955371
